date	cpi	n_oil	ppi	r_oil_world	r_oil	ind_prod	share	int	r	ip	rsr	op_w	op_n
2001-10	177.6	46.25112918	130.3	35.49587811	26.04230247	91.2682	1227.9	2.16	-0.200670695	-0.004496375	0.030305352	-0.198034307	-0.217985691
2001-11	177.5	42.77326107	129.8	32.95320576	24.09761187	90.7894	1328.51	1.87	-0.144169791	-0.005259886	0.079315842	-0.074328033	-0.077609491
2001-12	177.4	42.00542005	128.1	32.79111635	23.6783653	90.8311	1333.94	1.69	-0.101209902	0.000459199	0.004642495	-0.004930912	-0.017550968
2002-01	177.7	43.99277326	128.5	34.23562121	24.75676604	91.3471	1315.08	1.65	-0.023953241	0.005664798	-0.015929134	0.043109022	0.044537052
2002-02	178	45.82204155	128.4	35.68694825	25.74271997	91.3672	1285.74	1.73	0.047346121	0.000220016	-0.024249887	0.041518369	0.03905304
2002-03	178.5	53.50045167	129.8	41.21760529	29.97224183	92.1054	1321.09	1.79	0.034094211	0.008047022	0.024317674	0.144080451	0.152119813
2002-04	179.3	57.92682927	130.8	44.28656672	32.30721097	92.479	1227.61	1.72	-0.039891329	0.004048018	-0.077859743	0.071815919	0.075018774
2002-05	179.5	57.42999097	130.8	43.90672093	31.99442394	92.8824	1219.02	1.73	0.005797118	0.004352585	-0.00813676	-0.008613992	-0.009728819
2002-06	179.6	54.49412827	130.9	41.63035009	30.34194224	93.7637	1122.78	1.7	-0.017493157	0.009443611	-0.082796452	-0.053237934	-0.053030648
2002-07	180	58.19783198	131.2	44.35810364	32.33212888	93.5461	1038.85	1.68	-0.011834458	-0.002323425	-0.079918116	0.063465942	0.06353045
2002-08	180.5	60.14001807	131.5	45.73385405	33.31856957	93.5765	1039.36	1.62	-0.036367644	0.000324921	-0.00228312	0.0305434	0.030053448
2002-09	180.8	64.00180668	132.3	48.37627111	35.39922936	93.7116	927.21	1.63	0.006153866	0.001442697	-0.115841011	0.056170615	0.060575164
2002-10	181.2	62.21770551	133.2	46.70998912	34.33648207	93.4006	1012.7	1.58	-0.031155168	-0.003324212	0.085985288	-0.035051386	-0.030481644
2002-11	181.5	55.32971996	133.1	41.57003754	30.48469419	93.8758	1077.16	1.23	-0.250410678	0.005074863	0.060053657	-0.116578385	-0.118983678
2002-12	181.8	64.40831075	132.9	48.46374022	35.42811372	93.4191	1005.99	1.19	-0.033060862	-0.004876811	-0.070007345	0.153436238	0.15028095
2003-01	182.6	70.66395664	135.3	52.22761023	38.69877143	93.9571	976.66	1.17	-0.016949558	0.005742474	-0.033979609	0.074795393	0.088302176
2003-02	183.6	73.73532069	137.6	53.58671562	40.16085005	94.2558	966.23	1.17	0	0.003174068	-0.016198196	0.025689908	0.037084788
2003-03	183.9	68.51851852	141.2	48.52586297	37.25857451	94.0416	976.51	1.13	-0.034786116	-0.002275125	0.008950436	-0.099204281	-0.075010535
2003-04	183.2	56.50406504	136.8	41.30414111	30.84283026	93.3666	1044.92	1.13	0	-0.007203558	0.071524295	-0.161134149	-0.18897779
2003-05	182.9	58.28816621	136.7	42.63947784	31.86887163	93.3852	1096.94	1.07	-0.054558984	0.000199195	0.050223055	0.03181777	0.032725405
2003-06	183.1	62.21770551	138	45.08529385	33.98017778	93.5219	1113.16	0.92	-0.151040257	0.001462759	0.013585436	0.055775581	0.064147626
2003-07	183.7	64.13730804	137.7	46.57756575	34.91415789	93.9144	1127.2	0.9	-0.021978907	0.004188096	0.009262323	0.032562889	0.027115069
2003-08	184.5	67.366757	138	48.81649058	36.51314743	93.7371	1157.11	0.95	0.054067221	-0.001889674	0.021843364	0.046949174	0.044779982
2003-09	185.1	61.20144535	138.5	44.18876921	33.06398992	94.3262	1135.5	0.94	-0.010582109	0.006264932	-0.022099191	-0.099597511	-0.099227627
2003-10	184.9	66.82475158	139.3	47.97182454	36.14102303	94.4442	1195.03	0.92	-0.021506205	0.001250196	0.052179288	0.082143183	0.08898382
2003-11	185	64.97289973	138.9	46.77674567	35.12048634	95.2224	1208.15	0.93	0.010810916	0.008206024	0.010378288	-0.025227658	-0.028643976
2003-12	185.5	67.4796748	139.5	48.37252674	36.37718318	95.1545	1271.07	0.9	-0.032789823	-0.000713322	0.048069744	0.033545831	0.035157126
2004-01	186.3	70.41553749	141.4	49.79882425	37.79685319	95.3434	1290.42	0.88	-0.022472856	0.001983225	0.010805286	0.029059351	0.038284108
2004-02	186.7	69.71544715	142.1	49.06083543	37.34089296	95.9228	1301.96	0.93	0.055262679	0.00605859	0.006758302	-0.014930307	-0.012136798
2004-03	187.1	76.33242999	143.1	53.34201956	40.79766435	95.4538	1277.42	0.94	0.010695289	-0.00490134	-0.021168585	0.083663313	0.088535781
2004-04	187.4	75.33875339	144.8	52.02952582	40.2021096	95.8653	1268.29	0.94	0	0.00430172	-0.008775019	-0.024913018	-0.014705361
2004-05	188.2	85.63685637	146.8	58.33573322	45.50311178	96.6472	1281.97	1.02	0.081678031	0.008123154	0.006468563	0.114403464	0.123861243
2004-06	188.9	79.47154472	147.2	53.98882114	42.07069599	95.8588	1309.43	1.27	0.219214273	-0.008190959	0.017481423	-0.077437816	-0.078429273
2004-07	189.1	86.65311653	147.4	58.7877317	45.82396432	96.5901	1258.47	1.33	0.046162042	0.007599976	-0.040753432	0.085156179	0.085455752
2004-08	189.2	97.1770551	148	65.66017236	51.36207986	96.6687	1249.12	1.48	0.106863146	0.000813417	-0.007986075	0.110559349	0.114092962
2004-09	189.8	97.96747967	147.7	66.32869307	51.61616421	96.745	1267.35	1.65	0.1087332	0.000788982	0.011322573	0.010130043	0.004934729
2004-10	190.8	112.398374	150	74.93224933	58.90900105	97.6604	1286.06	1.76	0.064538521	0.009417503	0.009400302	0.121961783	0.132159015
2004-11	191.7	97.22222222	151.4	64.21547042	50.71581754	97.8427	1339.3	2.07	0.162234798	0.001864933	0.035857917	-0.154340209	-0.149756053
2004-12	191.7	89.5438121	150.2	59.61638622	46.71038712	98.5495	1380.33	2.19	0.056352937	0.007197873	0.030175512	-0.074313681	-0.082271283
2005-01	191.6	100	150.9	66.26905235	52.19206681	99.002	1344.15	2.33	0.061966724	0.004581092	-0.026038973	0.105792533	0.110963944
2005-02	192.4	102.8906956	151.6	67.86985198	53.47749252	99.6741	1379.25	2.54	0.086295813	0.006765812	0.021611357	0.023868924	0.024330358
2005-03	193.1	119.8735321	153.7	77.99188816	62.07847338	99.5181	1359.07	2.74	0.075793839	-0.001566327	-0.018370882	0.139012894	0.14913842
2005-04	193.7	117.1183379	155	75.560218	60.46377796	99.6518	1323.45	2.78	0.014493007	0.001342573	-0.02966106	-0.031674896	-0.02635481
2005-05	193.6	109.9141825	154.3	71.23407809	56.7738546	99.8158	1366.41	2.84	0.021353124	0.001644378	0.032461295	-0.058958599	-0.062968561
2005-06	193.7	122.6513098	154.3	79.48885924	63.32024254	100.2232	1360.04	2.97	0.044757901	0.004073211	-0.005189147	0.109645548	0.109129152
2005-07	194.9	130.0361337	156.3	83.19650269	66.71941185	99.8997	1417.32	3.22	0.080819407	-0.003233016	0.035077617	0.045588435	0.052290877
2005-08	196.1	144.7380307	157.6	91.83885197	73.80827675	100.1025	1404.42	3.44	0.066090112	0.002027978	-0.015281485	0.09883012	0.100974934
2005-09	198.8	142.2312556	162.2	87.68881356	71.54489718	98.2644	1410.87	3.42	-0.00583092	-0.018532856	-0.009092432	-0.046241094	-0.031145691
2005-10	199.1	132.1589883	166.2	79.5180435	66.37819603	99.4949	1369.33	3.71	0.081391326	0.012444582	-0.031392883	-0.09781038	-0.074956556
2005-11	198.1	125.4065041	163.7	76.60751625	63.30464619	100.5129	1416.15	3.88	0.044803277	0.010179691	0.03865561	-0.037288763	-0.047409904
2005-12	198.1	128.1616983	163	78.62680877	64.69545598	101.1118	1413	3.89	0.002574004	0.005940758	-0.002226818	0.026017525	0.021732241
